unnamed:0,url,date,content,id,user,replycount,retweetcount,likecount,quotecount,conversationid,lang,source,coordinates
10,https://twitter.com/WayneRooney/status/1602932626616090625,2022-12-14 07:44:53+00:00,Nothing has changed. 🤷🏻‍♂️🐐,1602932626616090625,https://twitter.com/WayneRooney,5428,52667,379293,4052,1602932626616090625,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
11,https://twitter.com/WayneRooney/status/1602188133214420993,2022-12-12 06:26:32+00:00,🤣👌🏼👊🏼,1602188133214420993,https://twitter.com/WayneRooney,238,5923,109963,65,1602188133214420993,art,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
12,https://twitter.com/WayneRooney/status/1601687732950269954,2022-12-10 21:18:08+00:00,"Absolutely gutted for the lads but proud of the way they’ve played this tournament and they should be proud. Congratulations to @HKane on equalling the record, he’ll be on his own soon and couldn’t think of anyone better to take over. Keep your head up Harry 💪🏼🏴󠁧󠁢󠁥󠁮󠁧󠁿 @England",1601687732950269954,https://twitter.com/WayneRooney,592,2077,40120,190,1601687732950269954,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
13,https://twitter.com/WayneRooney/status/1601650088430178304,2022-12-10 18:48:32+00:00,@England @MarcusRashford @PhilFoden @HarryMaguire93 Come on lads 💪🏼🏴󠁧󠁢󠁥󠁮󠁧󠁿,1601650088430178304,https://twitter.com/WayneRooney,14,25,619,0,1601648835537031169,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
14,https://twitter.com/WayneRooney/status/1601536007265886209,2022-12-10 11:15:13+00:00,"I’d like to pass on my condolences to Grant’s family, friends and all his professional colleagues at this difficult time. His contribution to the development of football in the United States has been absolutely immense over the years. RIP",1601536007265886209,https://twitter.com/WayneRooney,17,188,5871,2,1601536007265886209,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
15,https://twitter.com/WayneRooney/status/1599508985408679936,2022-12-04 21:00:34+00:00,@England @FIFAWorldCup Brilliant @England 👏🏼🙌🏼🏴󠁧󠁢󠁥󠁮󠁧󠁿,1599508985408679936,https://twitter.com/WayneRooney,8,19,525,0,1599478710263898113,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
16,https://twitter.com/WayneRooney/status/1599115544321748993,2022-12-03 18:57:10+00:00,"Rashford and Foden should start, Kane will deliver and, whatever you do, stick to the plan in a penalty shootout - my England v Senegal preview.

https://t.co/lhNgxPwOk4",1599115544321748993,https://twitter.com/WayneRooney,45,79,1267,18,1599115544321748993,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
17,https://twitter.com/WayneRooney/status/1598643641052024833,2022-12-02 11:42:00+00:00,@heinzproved10 @ManUtd Pleasure to meet you mate 👍🏼,1598643641052024833,https://twitter.com/WayneRooney,18,2,958,1,1598281146810322944,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
18,https://twitter.com/WayneRooney/status/1597697871499137024,2022-11-29 21:03:51+00:00,Yes @england. Quality lads. Brilliant performance @MarcusRashford 👏🏼👏🏼👏🏼,1597697871499137024,https://twitter.com/WayneRooney,44,324,5020,7,1597697871499137024,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
19,https://twitter.com/WayneRooney/status/1597316081227816960,2022-11-28 19:46:45+00:00,@kartik19shetty Thanks for everything mate 🙂,1597316081227816960,https://twitter.com/WayneRooney,4,7,368,1,1596947504037523457,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
20,https://twitter.com/WayneRooney/status/1596869008858689537,2022-11-27 14:10:14+00:00,@ManUtdMumbai Pleasure to meet everyone. Looking forward to my next trip already. 🔴🇮🇳,1596869008858689537,https://twitter.com/WayneRooney,54,117,2730,10,1596866199098642432,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
21,https://twitter.com/WayneRooney/status/1596868330756849664,2022-11-27 14:07:33+00:00,"USA were better than people think...but it's time to start Foden and rest Harry Kane. 

https://t.co/fn00NUXCW7",1596868330756849664,https://twitter.com/WayneRooney,201,214,3850,67,1596868330756849664,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
22,https://twitter.com/WayneRooney/status/1596269813667594240,2022-11-25 22:29:15+00:00,@HarryMaguire93 @England @MasonMount @BellinghamJude @BukayoSaka87 @sterling7 @HKane @_DeclanRice @LukeShaw23 Brilliant achievement mate and a great performance tonight 👏🏼👏🏼👏🏼,1596269813667594240,https://twitter.com/WayneRooney,67,172,4833,15,1596267759356489728,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
23,https://twitter.com/WayneRooney/status/1596138539766681605,2022-11-25 13:47:37+00:00,@LiamBeefySmith @boxxer @SkySportsBoxing @WassermanBoxing 🔥💪🏼,1596138539766681605,https://twitter.com/WayneRooney,2,1,45,0,1595885390174502912,und,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
24,https://twitter.com/WayneRooney/status/1596072830646775808,2022-11-25 09:26:31+00:00,@ClubhouseGolf 🙌🏼🏌️‍♂️,1596072830646775808,https://twitter.com/WayneRooney,3,3,58,0,1596021103629021184,und,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
25,https://twitter.com/WayneRooney/status/1596070219151159296,2022-11-25 09:16:08+00:00,My favourite memory from @England’s last big tournament. Watching as a fan with my family. Good luck to @HKane and the lads tonight. Come on England. 🏴󠁧󠁢󠁥󠁮󠁧󠁿🦁 #ThreeLions https://t.co/EdKjwtBJD4,1596070219151159296,https://twitter.com/WayneRooney,62,218,5420,7,1596070219151159296,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
26,https://twitter.com/WayneRooney/status/1594586553757495297,2022-11-21 07:00:35+00:00,@England @FIFAWorldCup Come on lads @England 💪🏴󠁧󠁢󠁥󠁮󠁧󠁿,1594586553757495297,https://twitter.com/WayneRooney,60,73,2062,1,1594578858367483906,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
27,https://twitter.com/WayneRooney/status/1594211501765951489,2022-11-20 06:10:15+00:00,"Sven's fight with Fergie over my broken metatarsal, Joe Cole's sex on the beach and managing Daniel Sturridge - my World Cups never started or ended well...

https://t.co/BOBbjJ38pM",1594211501765951489,https://twitter.com/WayneRooney,96,263,2883,38,1594211501765951489,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
28,https://twitter.com/WayneRooney/status/1593605731378413568,2022-11-18 14:03:08+00:00,Argentina look dangerous. That's why they are my favourites to win the World Cup. Read my tournament preview for @TimesSport here: https://t.co/IcSWx0eKdI,1593605731378413568,https://twitter.com/WayneRooney,1962,5856,47945,2129,1593605731378413568,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
29,https://twitter.com/WayneRooney/status/1593516843293196289,2022-11-18 08:09:56+00:00,Thanks for a great night @Globe_Soccer. Honour to win the career award. 🙌🏼 https://t.co/qCts2pYnjJ,1593516843293196289,https://twitter.com/WayneRooney,3186,7885,148176,1355,1593516843293196289,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
30,https://twitter.com/WayneRooney/status/1591717674878652416,2022-11-13 09:00:41+00:00,@SkySportsBoxing @TashaJonas @boxxer Class @TashaJonas 👏🏼👏🏼👏🏼,1591717674878652416,https://twitter.com/WayneRooney,7,1,125,0,1591569873510887424,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
31,https://twitter.com/WayneRooney/status/1591703422801416198,2022-11-13 08:04:03+00:00,"This is my England team to start against Iran and Trent Alexander-Arnold, Maguire and Bellingham are all in it. 👇 https://t.co/CPRd0BwUtQ",1591703422801416198,https://twitter.com/WayneRooney,226,73,1662,24,1591703422801416198,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
32,https://twitter.com/WayneRooney/status/1591382119590133761,2022-11-12 10:47:18+00:00,Brilliant. Good luck @HitmanHatton 👊🏼💪🏼,1591382119590133761,https://twitter.com/WayneRooney,25,28,671,0,1591382119590133761,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
33,https://twitter.com/WayneRooney/status/1590670680898830336,2022-11-10 11:40:18+00:00,Good luck @MeatballMolly 👊🏼💪🏼,1590670680898830336,https://twitter.com/WayneRooney,36,45,966,1,1590670680898830336,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
34,https://twitter.com/WayneRooney/status/1590004443575373824,2022-11-08 15:32:54+00:00,@DanFreedman99 @premierleague @scholasticuk Brilliant Dan. Congratulations 👏🏼👏🏼👏🏼,1590004443575373824,https://twitter.com/WayneRooney,2,0,49,0,1589901861557252098,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
35,https://twitter.com/WayneRooney/status/1588852595862679553,2022-11-05 11:15:52+00:00,@AbbeyRoadVets Paperwork 🤷🏻‍♂️ Good luck lads 👍🏼,1588852595862679553,https://twitter.com/WayneRooney,8,5,190,0,1588816127685107712,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
36,https://twitter.com/WayneRooney/status/1588640008721661952,2022-11-04 21:11:08+00:00,Kids in bed. Early night. Big game tomorrow 👀,1588640008721661952,https://twitter.com/WayneRooney,205,331,13837,77,1588640008721661952,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
37,https://twitter.com/WayneRooney/status/1587739514298064897,2022-11-02 09:32:53+00:00,Happy 13th Birthday Kai. Teenager 😎❤️ https://t.co/NLCu57iqd4,1587739514298064897,https://twitter.com/WayneRooney,351,1049,30891,90,1587739514298064897,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
38,https://twitter.com/WayneRooney/status/1586818762338189319,2022-10-30 20:34:09+00:00,@MarcusRashford @ManUtd Class. Many more to come 💯👏🏼🙌🏼,1586818762338189319,https://twitter.com/WayneRooney,153,889,24226,50,1586796876791042048,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
39,https://twitter.com/WayneRooney/status/1586752197576069120,2022-10-30 16:09:38+00:00,@_AlexWilliamson Good effort 🤣👍🏼,1586752197576069120,https://twitter.com/WayneRooney,10,67,4064,4,1586444287633690625,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
40,https://twitter.com/WayneRooney/status/1582768908087328781,2022-10-19 16:21:28+00:00,Time flies. 🤯💙,1582768908087328781,https://twitter.com/WayneRooney,99,412,4774,22,1582768908087328781,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
41,https://twitter.com/WayneRooney/status/1579873243238133761,2022-10-11 16:35:08+00:00,Massive thank you to all our fans for your continued support throughout the season. Big improvements needed and we’re ready for the challenge ahead. Preparation for 2023 is already underway! ⚫️🔴 #DCU @dcunited https://t.co/mJAURfK91C,1579873243238133761,https://twitter.com/WayneRooney,33,107,1971,3,1579873243238133761,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
42,https://twitter.com/WayneRooney/status/1576512615698006020,2022-10-02 10:01:12+00:00,Devastating to hear of the events at the Kanjuruhan Stadium in Indonesia last night. Shocking news. Thoughts are with all family and friends and everyone affected. 🙏🏼,1576512615698006020,https://twitter.com/WayneRooney,561,13192,62360,278,1576512615698006020,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
43,https://twitter.com/WayneRooney/status/1576469586588839938,2022-10-02 07:10:13+00:00,That overhead kick against City was special but I think my goal against Newcastle was better. https://t.co/BRawFUEFcd,1576469586588839938,https://twitter.com/WayneRooney,226,557,7752,90,1576469586588839938,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
44,https://twitter.com/WayneRooney/status/1576469374172483584,2022-10-02 07:09:22+00:00,"Ten Hag will tell his players to stop the crosses  — if United can play Haaland out of the game, they have a big chance. https://t.co/JurClOX5PP",1576469374172483584,https://twitter.com/WayneRooney,57,160,2083,24,1576469374172483584,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
45,https://twitter.com/WayneRooney/status/1575091707510542336,2022-09-28 11:55:01+00:00,Thanks @ClubhouseGolf for my fitting at the Performance Centre. Great team with great facilities. Looking forward to getting back in with Kai soon for his fitting. 🙌🏼🏌🏼 https://t.co/NVYrGE85Gc,1575091707510542336,https://twitter.com/WayneRooney,9,35,586,3,1575091707510542336,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
46,https://twitter.com/WayneRooney/status/1572602814190297096,2022-09-21 15:05:03+00:00,Believe it. @TedLasso x #FIFA23 @easportsfifa,1572602814190297096,https://twitter.com/WayneRooney,119,112,1287,7,1572602814190297096,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
47,https://twitter.com/WayneRooney/status/1571219020233285632,2022-09-17 19:26:20+00:00,"My latest @TimesSport column is live now. Van Gaal was the first manager I had who asked the players what they thought. He’d encourage you to speak up.

https://t.co/Os02IqetoL",1571219020233285632,https://twitter.com/WayneRooney,25,62,821,5,1571219020233285632,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
48,https://twitter.com/WayneRooney/status/1566129942622081024,2022-09-03 18:24:10+00:00,"My latest @TimesSport column on Man Utd v Arsenal is live now. 
'You could see the rivalry with Arsenal in Fergie’s face, hear it in his team talks.'

https://t.co/JH6FXnnnLz",1566129942622081024,https://twitter.com/WayneRooney,39,129,1109,19,1566129942622081024,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
49,https://twitter.com/WayneRooney/status/1562417225960751104,2022-08-24 12:31:09+00:00,Congratulations to @Lionesses legends @ellsbells89 and @JillScottJS8 on great careers. European winners. Wishing both a happy retirement and the best of luck for the future. 👏🏼🏴󠁧󠁢󠁥󠁮󠁧󠁿🦁,1562417225960751104,https://twitter.com/WayneRooney,39,81,2197,1,1562417225960751104,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
50,https://twitter.com/WayneRooney/status/1561746747671646208,2022-08-22 16:06:55+00:00,Family visit ❤️🗽 https://t.co/wYBuiFC8FQ,1561746747671646208,https://twitter.com/WayneRooney,271,630,25915,52,1561746747671646208,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
51,https://twitter.com/WayneRooney/status/1561335546424827905,2022-08-21 12:52:57+00:00,"My latest @TimesSport column is live now. This Manchester United side lack character and emotion - here’s why I’d start by leaving out Ronaldo and Rashford.

https://t.co/jMJhlcujV4",1561335546424827905,https://twitter.com/WayneRooney,1034,855,6764,632,1561335546424827905,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
52,https://twitter.com/WayneRooney/status/1557712539043209217,2022-08-11 12:56:24+00:00,@TripleSComms @premierleague @socceraid @alanshearer Legend 🙌🏼,1557712539043209217,https://twitter.com/WayneRooney,7,1,139,0,1557703232964665346,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
53,https://twitter.com/WayneRooney/status/1557693075820101633,2022-08-11 11:39:04+00:00,@TripleSComms @premierleague @socceraid @alanshearer Legend 🙌,1557693075820101633,https://twitter.com/WayneRooney,1,2,67,0,1557687019983216640,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
54,https://twitter.com/WayneRooney/status/1556580516253646849,2022-08-08 09:58:09+00:00,https://t.co/1FwmHxklC5,1556580516253646849,https://twitter.com/WayneRooney,44,68,561,32,1556580436423458818,zxx,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
55,https://twitter.com/WayneRooney/status/1556580436423458818,2022-08-08 09:57:50+00:00,"Delighted to have my column back with @thetimes @TimesSport. Here’s the first two articles…

https://t.co/3TdQ2SwgSl",1556580436423458818,https://twitter.com/WayneRooney,16,39,588,2,1556580436423458818,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
56,https://twitter.com/WayneRooney/status/1554122605124263939,2022-08-01 15:11:17+00:00,"Massive congratulations to the @Lionesses players and staff. Well deserved European Champions. Can’t stop watching that first goal, brilliant vision by @keira_walsh and what a finish from @ellatoone99 👏🏼👏🏼👏🏼",1554122605124263939,https://twitter.com/WayneRooney,24,75,1875,0,1554122605124263939,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
57,https://twitter.com/WayneRooney/status/1554098951019798529,2022-08-01 13:37:18+00:00,"Off the mark, together. 🙌🏼⚫️🔴 #DCU #VamosUnited https://t.co/3VyyUCy747",1554098951019798529,https://twitter.com/WayneRooney,31,160,3608,12,1554098951019798529,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
58,https://twitter.com/WayneRooney/status/1553717642762113024,2022-07-31 12:22:07+00:00,Wishing the @Lionesses the best of luck today. It’s been an unbelievable effort so far and just one last game to go. Enjoy the occasion. Come on England 🏴󠁧󠁢󠁥󠁮󠁧󠁿 #Lionesses,1553717642762113024,https://twitter.com/WayneRooney,40,265,6875,7,1553717642762113024,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
59,https://twitter.com/WayneRooney/status/1552043339544944640,2022-07-26 21:29:02+00:00,What a performance by @Lionesses tonight. A well deserved #WEURO2022 final coming up. Congratulations to all the players and staff 👏🏴󠁧󠁢󠁥󠁮󠁧󠁿🏆,1552043339544944640,https://twitter.com/WayneRooney,50,242,6100,5,1552043339544944640,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
60,https://twitter.com/WayneRooney/status/1551999646565892103,2022-07-26 18:35:25+00:00,@Lionesses Good luck @Lionesses. 💪🏼🏴󠁧󠁢󠁥󠁮󠁧󠁿,1551999646565892103,https://twitter.com/WayneRooney,6,13,367,0,1551986398051282945,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
61,https://twitter.com/WayneRooney/status/1550109185777446914,2022-07-21 13:23:24+00:00,@esmuellert_ Pleasure mate 🙂🤝,1550109185777446914,https://twitter.com/WayneRooney,15,35,2120,0,1550005506940485632,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
62,https://twitter.com/WayneRooney/status/1546967806616510464,2022-07-12 21:20:41+00:00,"Delighted to be back at @dcunited, this time as manager. Looking forward to getting started. 🙌⚫️🔴 #DCU https://t.co/oChKaRhOH6",1546967806616510464,https://twitter.com/WayneRooney,756,2831,51900,439,1546967806616510464,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
63,https://twitter.com/WayneRooney/status/1545476581329608706,2022-07-08 18:35:05+00:00,Brilliant day at @Wimbledon with @ColeenRoo and Kai. Always a special experience to watch live. Good luck to those in the finals this weekend. 👏🏼🎾 https://t.co/TeTdLFGODP,1545476581329608706,https://twitter.com/WayneRooney,43,86,2575,3,1545476581329608706,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
64,https://twitter.com/WayneRooney/status/1544696954503954436,2022-07-06 14:57:07+00:00,"Good luck to @Lionesses who kick off  @WEURO2022 tonight. Looking forward to watching. Enjoy it. We’re all behind you 🙌🏼🏴󠁧󠁢󠁥󠁮󠁧󠁿🦁

#England #Lionesses  #WEURO2022",1544696954503954436,https://twitter.com/WayneRooney,15,48,928,2,1544696954503954436,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
65,https://twitter.com/WayneRooney/status/1543558276658388997,2022-07-03 11:32:25+00:00,Just got round to watching @TonyBellew’s ‘Against The Odds’ on @itvhub. Brilliant. Inspirational. Recommend anybody to watch it. Congratulations once again Tony on an unbelievable career. 👏🏼💪🏼,1543558276658388997,https://twitter.com/WayneRooney,38,31,1340,1,1543558276658388997,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
66,https://twitter.com/WayneRooney/status/1542180374545047553,2022-06-29 16:17:08+00:00,"Thanks for taking me in as one of your own. Please get behind the next manager and give them what you gave me, trust, loyalty, and unbelievable support. Some great memories I’ll never forget.👏🖤🐏",1542180374545047553,https://twitter.com/WayneRooney,145,334,9584,13,1542180329309495296,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
67,https://twitter.com/WayneRooney/status/1542180329309495296,2022-06-29 16:16:57+00:00,"A massive thank you to all the fans, players, and staff at @dcfcofficial for your support over the last three years. This has been one of the hardest decisions I’ve had to make in my career. (1/2) https://t.co/xpMd7lgRhx",1542180329309495296,https://twitter.com/WayneRooney,438,1171,29112,141,1542180329309495296,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
68,https://twitter.com/WayneRooney/status/1536306274584993793,2022-06-13 11:15:33+00:00,👏👏👏,1536306274584993793,https://twitter.com/WayneRooney,38,48,1000,0,1536306274584993793,art,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
69,https://twitter.com/WayneRooney/status/1522289860601651200,2022-05-05 18:59:20+00:00,Thanks for coming River. Legend and an inspiration to all of us. Glad you enjoyed it. Keep smiling champ 🙂💪🏼❤️,1522289860601651200,https://twitter.com/WayneRooney,19,70,1963,4,1522289860601651200,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
70,https://twitter.com/WayneRooney/status/1521045525650415618,2022-05-02 08:34:47+00:00,"Congratulations to @DCFCWomen on a great season, finishing in 2nd place. Well done to all the players, staff and supporters 👏🏼🐏 #DCFCW",1521045525650415618,https://twitter.com/WayneRooney,10,45,1067,4,1521045525650415618,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
71,https://twitter.com/WayneRooney/status/1519318925447733251,2022-04-27 14:13:54+00:00,Great night. Thank you @premierleague 🙌,1519318925447733251,https://twitter.com/WayneRooney,20,54,1001,0,1519318925447733251,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
72,https://twitter.com/WayneRooney/status/1517401828438204419,2022-04-22 07:16:02+00:00,Great night at the @premierleague #HallOfFame event. Congratulations to the other inductees. Enjoyed catching up and chatting through some old stories and rivalries 🤣🙌🏼⚽️ https://t.co/j5bAfONj0f,1517401828438204419,https://twitter.com/WayneRooney,122,451,12667,40,1517401828438204419,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
73,https://twitter.com/WayneRooney/status/1516128626516930566,2022-04-18 18:56:47+00:00,"Absolutely gutted with the outcome from today. Proud of all the players and staff, unbelievable effort from everyone. Thanks to all our fans for the incredible support through some tough times. Hopefully we can start to rebuild as soon as possible. 🐏🤍🖤 #dcfc @dcfcofficial https://t.co/iTf4kBVYFu",1516128626516930566,https://twitter.com/WayneRooney,518,1166,22111,174,1516128626516930566,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
74,https://twitter.com/WayneRooney/status/1515246842442928135,2022-04-16 08:32:53+00:00,👏🏼👏🏼👏🏼,1515246842442928135,https://twitter.com/WayneRooney,75,88,3865,6,1515246842442928135,art,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
