unnamed:0,url,date,content,user,replycount,retweetcount,likecount,quotecount,id,lang,source,coordinates,dashes
11,https://twitter.com/KAKA/status/1319462052298096643,2020-10-23 02:14:02+00:00,Final Presidential Debate 🇺🇸,https://twitter.com/KAKA,302,476.0,1780.0,283.0,1.3194620522980966e+18,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",None,
12,https://twitter.com/KAKA/status/1319313264065511428,2020-10-22 16:22:48+00:00,🚀🚀,https://twitter.com/KAKA,240,795.0,9458.0,112.0,1.3193132640655114e+18,art,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",None,
13,https://twitter.com/KAKA/status/1319305839342137345,2020-10-22 15:53:18+00:00,@marianemachado @Atalanta_BC Concordo!!,https://twitter.com/KAKA,0,1.0,3.0,0.0,1.3193054560540426e+18,pt,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",None,
14,https://twitter.com/KAKA/status/1319305776985481218,2020-10-22 15:53:03+00:00,@aleraicu23 @Atalanta_BC Forza Milan sempre,https://twitter.com/KAKA,47,245.0,1369.0,71.0,1.3193054560540426e+18,it,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",None,
15,https://twitter.com/KAKA/status/1319305456054042625,2020-10-22 15:52:32+00:00,@asens11o @Atalanta_BC 👏🏼👏🏼👏🏼,https://twitter.com/KAKA,4,1.0,44.0,2.0,1.3193054560540426e+18,und,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",None,
16,https://twitter.com/KAKA/status/1319304342122397702,2020-10-22 15:47:21+00:00,Watching @Atalanta_BC playing and winning like yesterday is still a surprise? Or not any more? I like the way that this Club/team is stick to the their plan and philosophy.,https://twitter.com/KAKA,83,148.0,2291.0,44.0,1.3193054560540426e+18,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",None,
17,https://twitter.com/KAKA/status/1319303772531793926,2020-10-22 15:45:05+00:00,@JHansonHH @ChampionsLeague What a great memories I have playing against Celtic. Play in Glasgow is one of the best atmosphere in football 👏🏼👏🏼👏🏼,https://twitter.com/KAKA,0,1.0,4.0,0.0,1.3193029175144612e+18,pt,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",None,
18,https://twitter.com/KAKA/status/1319303455681482755,2020-10-22 15:43:49+00:00,@2501igor @ChampionsLeague Tem Real vs Barça no final de semana. Treinador tem que pensar em várias situações antes de escalar o time. Gosto do Vini e tá mto bem.,https://twitter.com/KAKA,81,892.0,7516.0,172.0,1.3193003747512525e+18,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",None,
19,https://twitter.com/KAKA/status/1319303180946182146,2020-10-22 15:42:44+00:00,@JuniorNobre1717 @ChampionsLeague E muito cedo pra isso não acha? Real foi campeão espanhol ano passado. Acredito que são ajustes que precisam ser feitos no começo de uma temporada.,https://twitter.com/KAKA,2,1.0,21.0,1.0,1.3193003747512525e+18,pt,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",None,
20,https://twitter.com/KAKA/status/1319302917514461184,2020-10-22 15:41:41+00:00,". @FCBayern is playing very well. Their repertoire of play shows that they are very well train, and of course with excellent technical skills to perform 👏🏼👏🏼👏🏼",https://twitter.com/KAKA,123,706.0,7.0,0.0,1.3193003747512525e+18,pt,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",None,
21,https://twitter.com/KAKA/status/1319300374751252480,2020-10-22 15:31:35+00:00,So what did you guys think about the first round of @ChampionsLeague ??,https://twitter.com/KAKA,250,63.0,2461.0,156.0,1.3193029175144612e+18,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",None,
22,https://twitter.com/KAKA/status/1319272645641203713,2020-10-22 13:41:24+00:00,#Pele80 #ORei80,https://twitter.com/KAKA,25,81.0,1146.0,8.0,1.3193003747512525e+18,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",None,
23,https://twitter.com/KAKA/status/1318706343071670273,2020-10-21 00:11:07+00:00,"@ChampionsLeague Oh yeah!! Looking forward to watching @realmadrid , then the great game between @FCBayern Vs @atleti",https://twitter.com/KAKA,22,48.0,1050.0,9.0,1.3186674596085883e+18,qht,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",None,
24,https://twitter.com/KAKA/status/1318671140823437314,2020-10-20 21:51:14+00:00,@rcth11ffc @ChampionsLeague Abraço !!,https://twitter.com/KAKA,2,3.0,19.0,2.0,1.3186708071832617e+18,pt,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",None,
25,https://twitter.com/KAKA/status/1318670807183261698,2020-10-20 21:49:54+00:00,What’s the best @ChampionsLeague game to watch tomorrow? Bayern M. x Atletico? Real Madrid x Shakhtar ? City x Porto?,https://twitter.com/KAKA,336,114.0,2241.0,52.0,1.3186708071832617e+18,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",None,
26,https://twitter.com/KAKA/status/1318670045069905923,2020-10-20 21:46:53+00:00,@pramodvemuri @PSG_inside @ManUtd Btw Why Pogba was on the bench?,https://twitter.com/KAKA,68,26.0,433.0,28.0,1.3186689398833275e+18,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",None,
27,https://twitter.com/KAKA/status/1318669607645990913,2020-10-20 21:45:08+00:00,@NgatiaWaWangari @ChampionsLeague Played away. Against tough opponent.,https://twitter.com/KAKA,5,0.0,53.0,0.0,1.3186674596085883e+18,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",None,
28,https://twitter.com/KAKA/status/1318668939883327490,2020-10-20 21:43:50+00:00,@Kyle_Snape98 @ChampionsLeague start winning is always good,https://twitter.com/KAKA,3,2.0,49.0,0.0,1.3186674596085883e+18,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",None,
29,https://twitter.com/KAKA/status/1318668421916250112,2020-10-20 21:40:26+00:00,Do you think the defeat of @PSG_inside at home to @ManUtd is a surprise?,https://twitter.com/KAKA,641,552.0,7412.0,211.0,1.3186689398833275e+18,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",None,
30,https://twitter.com/KAKA/status/1318668113345449984,2020-10-20 21:39:12+00:00,@MrEsher @ChampionsLeague Yeah! This is weird. We are used to seeing goals there.,https://twitter.com/KAKA,7,10.0,281.0,3.0,1.3186674596085883e+18,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",None,
31,https://twitter.com/KAKA/status/1318667459608588290,2020-10-20 21:36:36+00:00,Any surprise in the @ChampionsLeague results today?,https://twitter.com/KAKA,7,6.0,191.0,4.0,1.3186674596085883e+18,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",None,
32,https://twitter.com/KAKA/status/1318644420741386241,2020-10-20 20:05:03+00:00,Waiting for you 😉🎮⚽️,https://twitter.com/KAKA,31,452.0,11198.0,177.0,1.3186674596085883e+18,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",None,
33,https://twitter.com/KAKA/status/1318602202940919808,2020-10-20 17:17:18+00:00,Here we go @championsleague 🙌🏼⚽️ Who will be the next UCL champion? 🤔,https://twitter.com/KAKA,214,141.0,788.0,1.0,1.3186444207413862e+18,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",None,
34,https://twitter.com/KAKA/status/1318335427837911042,2020-10-19 23:37:14+00:00,Well deserved 👏🏼👏🏼👏🏼!! Congratulations 🦁,https://twitter.com/KAKA,19,90.0,1779.0,55.0,1.3186022029409198e+18,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",None,
35,https://twitter.com/KAKA/status/1317870245793718272,2020-10-18 16:48:46+00:00,Are you ready to face me on the streets of São Paulo?🤔🔥 Unlock and play as me and other #Groundbreakers in #VOLTA🙌@EASPORTSFIFA Você está pronto para me enfrentar nas ruas de São Paulo?🤔🔥 Desbloqueie e jogue como eu e outros #Groundbreakers em #VOLTA🙌 @EAFIFABR https://t.co/n8MQJbhtdc,https://twitter.com/KAKA,64,150.0,2964.0,26.0,1.318335427837911e+18,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",None,
36,https://twitter.com/KAKA/status/1317535255964897282,2020-10-17 18:37:38+00:00,Desse jogo eu entendo @ojuliocesar_12 😜😂😂 Quem quer ir no jantar que o Júlio me deve levanta a mão!!! 😂😂 https://t.co/NPKcgsWvLo,https://twitter.com/KAKA,52,122.0,1339.0,23.0,1.3175352559648973e+18,pt,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",None,
37,https://twitter.com/KAKA/status/1317534100060856320,2020-10-17 18:33:02+00:00,@plihalespn @dkotscho2 @j_castelobranco Que jogo hein? Inesquecível mesmo,https://twitter.com/KAKA,2,0.0,24.0,0.0,1.3175188959897969e+18,pt,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",None,
38,https://twitter.com/KAKA/status/1317525285907156995,2020-10-17 17:58:01+00:00,"Acabouuuuuuu!!! Vamosssss @acmilan que começo de temporada! 4 jogos , 4 vitórias 👏🏼👏🏼👏🏼👏🏼",https://twitter.com/KAKA,363,4072.0,24689.0,316.0,1.317525285907157e+18,pt,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",None,
39,https://twitter.com/KAKA/status/1317520898660929543,2020-10-17 17:40:35+00:00,@shehreen13abed8 Boaaaa !! Quem fez os gols ?? Lembra ?,https://twitter.com/KAKA,3,2.0,19.0,1.0,1.3175188959897969e+18,pt,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",None,
40,https://twitter.com/KAKA/status/1317520813453660160,2020-10-17 17:40:14+00:00,@marianemachado Nope!! 😏,https://twitter.com/KAKA,1,1.0,3.0,0.0,1.3175188959897969e+18,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",None,
41,https://twitter.com/KAKA/status/1317518895989796865,2020-10-17 17:32:51+00:00,@dkotscho2 lembra ?,https://twitter.com/KAKA,4,8.0,104.0,0.0,1.3175188959897969e+18,pt,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",None,
42,https://twitter.com/KAKA/status/1317518029480218626,2020-10-17 17:29:11+00:00,Alguém lembra como foi esse Derby?? Quanto terminou?? https://t.co/pjuRXKK8qL,https://twitter.com/KAKA,42,110.0,1189.0,9.0,1.3175188959897969e+18,pt,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",None,
43,https://twitter.com/KAKA/status/1317515252796370944,2020-10-17 17:18:09+00:00,@Moha_Kaka98 @acmilan 👏🏼👏🏼👏🏼,https://twitter.com/KAKA,119,1066.0,10214.0,72.0,1.3175180294802186e+18,pt,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",None,
44,https://twitter.com/KAKA/status/1317514938471112705,2020-10-17 17:16:54+00:00,@vcanedo @Inter @acmilan Essa música é demais!! De arrepiar,https://twitter.com/KAKA,6,20.0,203.0,2.0,1.3175096470001295e+18,und,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",None,
45,https://twitter.com/KAKA/status/1317509647000129537,2020-10-17 16:55:52+00:00,"O primeiro gol que eu fiz com a camisa do @acmilan foi em um derby!!! Gol de cabeça, alguém lembra quem cruzou a bola?",https://twitter.com/KAKA,203,1.0,52.0,0.0,1.3175066665989816e+18,pt,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",None,
46,https://twitter.com/KAKA/status/1317509316715360256,2020-10-17 16:54:33+00:00,Fim do 1T. Jogo tá bom!!!,https://twitter.com/KAKA,34,309.0,3785.0,58.0,1.3175096470001295e+18,pt,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",None,
47,https://twitter.com/KAKA/status/1317506666598981638,2020-10-17 16:44:02+00:00,Quem aí tá vendo o derby?? @inter vs @acmilan,https://twitter.com/KAKA,328,272.0,1726.0,15.0,1.3175093167153605e+18,pt,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",None,
48,https://twitter.com/KAKA/status/1317200165611122691,2020-10-16 20:26:06+00:00,SEMPRE MILAN ❤️⚫️ Come on Rossoneri! Watch @TheoHernandez take on #Bastoni in #FIFA21 ➡ https://t.co/Mn5Fuk58LA @javierzanetti @EASPORTSFIFA https://t.co/oh6QkVReCF,https://twitter.com/KAKA,41,236.0,1899.0,78.0,1.3175066665989816e+18,pt,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",None,
49,https://twitter.com/KAKA/status/1316818933299773441,2020-10-15 19:11:13+00:00,"#OTD meu último jogo pelo @OrlandoCitySC . Obrigado Lion Nation, Clube, cidade de Orlando e @MLS ! Juntos escrevemos a história.",https://twitter.com/KAKA,12,15.0,212.0,0.0,1.3172001656111227e+18,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",None,
50,https://twitter.com/KAKA/status/1316818546379427847,2020-10-15 19:09:41+00:00,"#OTD of my last official game with @OrlandoCitySC . Thank you fans, club, my teammates, people of Orlando  and @MLS ! We wrote this story together. #foreveraLion #OrlandoCity https://t.co/hvrCvqZs0B",https://twitter.com/KAKA,36,131.0,1604.0,16.0,1.3168185463794278e+18,pt,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",None,
51,https://twitter.com/KAKA/status/1315489620440813573,2020-10-12 03:09:00+00:00,Congrats on historic #17 .,https://twitter.com/KAKA,38,375.0,4762.0,11.0,1.3154896204408136e+18,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",None,
52,https://twitter.com/KAKA/status/1315439023410814985,2020-10-11 23:47:57+00:00,@silvioluiz Grande Silvio Luiz!! Cardápio mto bom pra um domingo. Vamos degustar a sobremesa!,https://twitter.com/KAKA,1,0.0,65.0,0.0,1.3154290381906248e+18,pt,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",None,
53,https://twitter.com/KAKA/status/1315438455661436930,2020-10-11 23:45:42+00:00,@fernandown_ @Lakers @MiamiHEAT Pro jogo 7 😂,https://twitter.com/KAKA,2,0.0,5.0,1.0,1.3154266379205632e+18,pt,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",None,
54,https://twitter.com/KAKA/status/1315438309183762432,2020-10-11 23:45:07+00:00,@LakersNoAr @Lakers @MiamiHEAT 😂😂 aguenta coração,https://twitter.com/KAKA,2,0.0,109.0,1.0,1.3154266379205632e+18,pt,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",None,
55,https://twitter.com/KAKA/status/1315426637920563201,2020-10-11 22:58:44+00:00,Domingão de esportes!!! E pra fechar 🏀 @Lakers Vs @MiamiHEAT será que acaba hoje? Quem quer o jogo #7 ?,https://twitter.com/KAKA,71,55.0,1559.0,17.0,1.3154266379205632e+18,pt,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",None,
56,https://twitter.com/KAKA/status/1311758034876747782,2020-10-11 12:26:56+00:00,Quem ganha hoje 🎾?,https://twitter.com/KAKA,103,66.0,620.0,38.0,1.3152676387597722e+18,pt,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",None,
57,https://twitter.com/KAKA/status/1297521317089083392,2020-08-23 13:09:23+00:00,#FIFA21 in da House! 😍🎮 Tag a friend that needs some FIFA lessons! 😜 Marque o seu amigo que está precisando de algumas aulas de FIFA! #WorldPremier #VOLTA @easportsfifa https://t.co/YkIUZc101q,https://twitter.com/KAKA,162,179.0,3791.0,34.0,1.3117580348767478e+18,pt,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",None,
58,https://twitter.com/KAKA/status/1293530232490778630,2020-08-12 12:50:14+00:00,Recognition. Redemption. Respect.,https://twitter.com/KAKA,90,345.0,2541.0,19.0,1.2975213170890834e+18,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",None,
59,https://twitter.com/KAKA/status/1292119548750188555,,,https://twitter.com/KAKA,81,347.0,2774.0,30.0,1.2935302324907786e+18,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",None,
60,https://twitter.com/KAKA/status/1291765045110681600,2020-08-07 15:56:01+00:00,ok...Yesterday I failed on my choices 🙄 but today is your turn! Which 2 teams are going through tonight? @ChampionsLeague #UCL,https://twitter.com/KAKA,163,270.0,3082.0,82.0,1.2921195487501883e+18,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",None,
61,https://twitter.com/KAKA/status/1291408122179977219,2020-08-06 16:17:44+00:00,Our amazing lineup 😉@craiggroeschel @bethcomstock @paulafaris @AmyCEdmondson @iammiketodd @mwbuckingham @drtcp @LysaTerKeurst @roryvaden @vvanedwards @alberttate @sadierob @BishopJakes,https://twitter.com/KAKA,2106,4193.0,21998.0,5729.0,1.2917590846145823e+18,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",None,
62,https://twitter.com/KAKA/status/1291407914574413824,2020-08-06 16:16:54+00:00,Great leaders inspire greatness in others! The global leadership summit starts today 🙌🏼 ,https://twitter.com/KAKA,9,11.0,247.0,0.0,1.2914079145744138e+18,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",None,
63,https://twitter.com/KAKA/status/1290672548343160833,2020-08-04 15:34:49+00:00,Enhorabuena campeón @IkerCasillas por todo lo que hiciste en el campo! Te deseo mucho éxito en tu próxima aventura #grac1as,https://twitter.com/KAKA,33,63.0,1013.0,11.0,1.2914079145744138e+18,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",None,
64,https://twitter.com/KAKA/status/1290261573416521730,2020-08-03 12:21:45+00:00,“The finest blessing of all was the support. It brought us courage and gave us the power to win.” 🔴⚫,,46,504.0,6663.0,13.0,1.2906725483431608e+18,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",None,
65,https://twitter.com/KAKA/status/1260589175499304961,2020-05-13 15:14:14+00:00,"A pleasure to have this conversation with you @joaofelix70 . There is great things ahead for you. Keep going, I’ll be watching you. Stay in touch! #future #hometeam @adidasfootballWatch here:",https://twitter.com/KAKA,116,944.0,6575.0,84.0,1.2902615734165217e+18,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",None,
66,https://twitter.com/KAKA/status/1260589173318262784,2020-05-13 15:14:14+00:00,Um prazer bater um papo com você @joaofelix70 . Você tem um futuro brilhante a frente e eu vou querer acompanhar essa história! #future #hometeam @adidasfootballAssista o vídeo completo:https://t.co/aIQmDp3pAi https://t.co/aHadQUSr00,https://twitter.com/KAKA,23,18.0,322.0,2.0,1.2605891733182628e+18,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",None,
67,https://twitter.com/KAKA/status/1251960144520515584,2020-04-19 19:45:33+00:00,Aquela chapada clássica!!! 😜,https://twitter.com/KAKA,382,237.0,2162.0,92.0,1.2605891733182628e+18,pt,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",None,
68,https://twitter.com/KAKA/status/1237932354699698183,2020-03-12 02:44:07+00:00,"Vitória tricolor na estreia da nova camisa 👏🏼👏🏼👏🏼 Por falar nisso, @adidasbrasil qual é o motivo número 8?😏 Tenho orgulho de ser cria do @saopaulofc 🔴⚫️⚪️",https://twitter.com/KAKA,135,472.0,12143.0,92.0,1.2519601445205156e+18,pt,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",None,
69,https://twitter.com/KAKA/status/1233156287367696386,2020-02-27 22:25:44+00:00,The plan to modernise the football world and make it more inclusive and truly global 🌎⚽️,https://twitter.com/KAKA,52,91.0,1142.0,25.0,1.2379323546996982e+18,pt,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",None,
70,https://twitter.com/KAKA/status/1227685828043911170,2020-02-12 20:08:05+00:00,Shout out to the rent-a-pred squad 💪🏻,https://twitter.com/KAKA,39,69.0,969.0,2.0,1.2331562873676964e+18,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",None,
71,https://twitter.com/KAKA/status/1227255325062877184,2020-02-11 15:37:25+00:00,Very important initiative for the football community,https://twitter.com/KAKA,28,45.0,644.0,3.0,1.2272553250628772e+18,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",None,
72,https://twitter.com/KAKA/status/1226234529230315523,2020-02-08 20:01:08+00:00,"2 Goals, 2 assists &amp; yes I got nutmegged 🤷🏻‍♂ - great day in London. @adidasUK #Predator https://t.co/JursyGf39D",https://twitter.com/KAKA,271,4512.0,25337.0,626.0,1.2262345292303155e+18,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",None,
73,https://twitter.com/KAKA/status/1226183893893701632,2020-02-08 16:39:56+00:00,@HackneyWickFC Well done @jamalfarid14 👏🏼👏🏼 you gave me extra motivation to be 100% unfair 😜 #predator https://t.co/ftwqKcLPIo,https://twitter.com/KAKA,23,384.0,2149.0,80.0,1.226146128250495e+18,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",None,
74,https://twitter.com/KAKA/status/1226144666451677184,2020-02-08 14:04:03+00:00,"You called the @adidasuk rent-a-Pred hotline for a player, I answered. Thank you London , it was a pleasure! The #Predator is definitely 💯% unfair! https://t.co/Iq4L9NQjcm",https://twitter.com/KAKA,409,4468.0,33066.0,1256.0,1.2261446664516772e+18,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",None,
75,https://twitter.com/KAKA/status/1221608047799226368,2020-01-27 01:37:09+00:00,Horrible day 😢 My condolences to his wife and families 🙏🏼 #RIPKobeBryant https://t.co/jXThPBspzk,https://twitter.com/KAKA,97,2137.0,23664.0,43.0,1.2216080477992264e+18,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",None,
76,https://twitter.com/KAKA/status/1206605640791187458,2020-01-07 19:10:57+00:00,I'll be following the #CAFAwards2019 to know who will be crowned as the best in African Football last year!! https://t.co/SIbSLtYZ40,https://twitter.com/KAKA,115,251.0,2944.0,13.0,1.214625486996947e+18,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",None,
77,https://twitter.com/KAKA/status/1197235087563264000,2019-11-20 19:27:43+00:00,"Che gioia, che piacere e che onore far parte di questi 120 anni di storia. Tanti auguri @acmilan ❤️🖤 #passion120 https://t.co/9aqUMjqLL8",https://twitter.com/KAKA,304,2484.0,16760.0,199.0,1.2066056407911877e+18,it,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",None,
