date,user,content,likecount,id,replycount,retweetcount,quotecount,conversationid,lang,source,coordinates
2023-01-27 07:01:57+00:00,https://twitter.com/stuholden,@justinjenkins @AlexiLalas I like this AI guy,3,1618866886049165317,1,0,0,1618685051264466944,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
2023-01-26 23:23:12+00:00,https://twitter.com/stuholden,Leeds vs Fulham is going to be the Soccer Super Bowl,431,1618751438007705600,7,13,3,1618751438007705600,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
2023-01-26 15:48:39+00:00,https://twitter.com/stuholden,"Wow Earnie Stewart moves back to Netherlands with PSV. @USMNT currently with no coach, no GM, and no Sporting Director at the beginning of the biggest cycle in @ussoccer history in the lead up to 2026 World Cup. https://t.co/AzVUNULag5",1351,1618637047266435073,204,149,96,1618637047266435073,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
2023-01-26 05:40:53+00:00,https://twitter.com/stuholden,@herculezg It was a good crowd. Filled in late 1st half- better than most January camps in recent history,40,1618484099412529153,9,1,0,1618441214310887425,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
2023-01-26 02:05:10+00:00,https://twitter.com/stuholden,Big Stat and big night for Slonina,51,1618429809138479105,2,4,0,1618429809138479105,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
2023-01-26 00:30:51+00:00,https://twitter.com/stuholden,@Purpleduraq Always time to bring it back!,2,1618406075950313479,0,0,0,1618309664923594752,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
2023-01-25 19:22:44+00:00,https://twitter.com/stuholden,@AlexiLalas He’s calling you a Whopper… don’t you love Burgers? Seems like a compliment,53,1618328536489807873,3,0,0,1618326954318626817,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
2023-01-25 18:09:46+00:00,https://twitter.com/stuholden,@DanThomasESPN @herculezg Sackable offense.,65,1618310171473895425,1,0,0,1618296089731559427,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
2023-01-25 18:07:45+00:00,https://twitter.com/stuholden,"Oh dang, 13 years ago?! Henderson played for Sunderland and is still playing today… but can he call a game on a Wednesday night in Salt Lake?",330,1618309664923594752,17,10,2,1618309664923594752,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
2023-01-25 16:31:22+00:00,https://twitter.com/stuholden,"Ok, that was a stretch even for me. Now that I’ve got you- what/who are you looking for in tonight’s game?",8,1618285409506844678,7,1,0,1618285206091476994,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
2023-01-25 16:30:34+00:00,https://twitter.com/stuholden,Heck of a Quake last night in LA… wonder if there will be an aftershock with USA Serbia? #USMNT,45,1618285206091476994,10,1,0,1618285206091476994,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
2023-01-23 02:45:39+00:00,https://twitter.com/stuholden,that might have been the worst attempt at a lateral I’ve seen,198,1617352834495959040,8,10,0,1617352834495959040,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
2023-01-23 00:25:01+00:00,https://twitter.com/stuholden,That point might Maher in the end,97,1617317444523261953,16,10,2,1617317444523261953,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
2023-01-22 17:50:05+00:00,https://twitter.com/stuholden,Terrific game of football! 2-2 60 mins and such a high level… love it,89,1617218054324375555,1,4,1,1617218054324375555,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
2023-01-22 16:50:20+00:00,https://twitter.com/stuholden,Marcus Rashford is borderline unplayable at the moment. What a goal,157,1617203016792444928,6,4,0,1617203016792444928,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
2023-01-22 16:30:05+00:00,https://twitter.com/stuholden,Gio Reyna with an absolute BANGER and the 🤐 celebration. #USMNT  https://t.co/9sSL6d4xmn,2539,1617197921493192705,70,146,45,1617197921493192705,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
2023-01-21 16:32:34+00:00,https://twitter.com/stuholden,Nice finish from Josh Sargent. Playing a little deeper and finds late run into the box for the goal. #USMNT  https://t.co/xPWu7mkKHy,270,1616836159111585793,5,8,0,1616836159111585793,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
2023-01-19 17:12:44+00:00,https://twitter.com/stuholden,"Another loss for L tri! 🇲🇽 

“Mexico was ordered to forfeit a pair of friendlies and fined $10,900 by FIFA for using American forward Alejandro Zendejas without proper paperwork.
FIFA said Mexico also was ordered to forfeit 3 U-23 matches” https://t.co/VivmnXvaqx",79,1616121493813096449,7,11,2,1616121493813096449,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
2023-01-19 14:57:27+00:00,https://twitter.com/stuholden,Oh no… this is awful awful news and so tragic. 😔,73,1616087448899158016,3,2,0,1616087448899158016,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
2023-01-19 03:06:31+00:00,https://twitter.com/stuholden,"@herculezg Not released, he was sold to a club for a better opportunity to play in a place that better suited his style",8,1615908535497535490,3,1,0,1615758472775364611,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
2023-01-18 17:20:48+00:00,https://twitter.com/stuholden,@Efried97 @jakedavi5 What he said! We’ll have a full slate of games on FOX,4,1615761135189512195,1,0,0,1615758472775364611,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
2023-01-18 17:16:05+00:00,https://twitter.com/stuholden,@Po_C_HILL @ussoccer_comms He’s mid season and an important player for his team,1,1615759947605893120,1,1,0,1615758472775364611,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
2023-01-18 17:15:08+00:00,https://twitter.com/stuholden,"Excited to see Zendejas, Vazquez and Paxton Aaronson. Slonina should get a shot in goal for 1 or 2 of the games. Not a great sign for Hoppe his club released him in middle of season to join camp, has struggled since leaving Schalke.

Anyone missing?",36,1615759707788161024,16,6,1,1615758472775364611,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
2023-01-18 17:12:13+00:00,https://twitter.com/stuholden,"Per @ussoccer_comms Dating back to 1999, 30 players who have debuted or earned their second cap during the USMNT’s first camp of the calendar year have gone on to make a FIFA World Cup roster.",24,1615758972841242627,2,5,0,1615758472775364611,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
2023-01-18 17:10:13+00:00,https://twitter.com/stuholden,"Roster for #USMNT January Camp. A nice list with a mix of young, first timers and some regulars. January camps historically have been a jumping off board for players to make WC Rosters. https://t.co/sioLO4nTpV",238,1615758472775364611,13,23,12,1615758472775364611,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
2023-01-18 05:48:43+00:00,https://twitter.com/stuholden,"Up! Good second half… Rose needs to be a starter. Swanson, when full of confidence…. Is a baller! Alex Morgan 🎯 always",55,1615586967219245056,6,1,0,1615586967219245056,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
2023-01-17 03:18:11+00:00,https://twitter.com/stuholden,"Put me in coach!!! 

https://t.co/iyqhgbL682",57,1615186696106307589,1,2,1,1615186696106307589,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
2023-01-17 03:17:31+00:00,https://twitter.com/stuholden,"@RocketRayburn https://t.co/iyqhgbL682

Tried a 55 yarder!",0,1615186527029694466,0,0,0,1615184069305962497,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
2023-01-17 03:07:45+00:00,https://twitter.com/stuholden,Omg Maher has the Yips!!,122,1615184069305962497,5,6,0,1615184069305962497,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
2023-01-17 01:00:49+00:00,https://twitter.com/stuholden,I would’ve loved to see Vazquez in the friendlies pre-WQ- but he becomes one to watch this cycle- assuming he accepts. Great physical profile and has showed how great a finisher he can be #USMNT,150,1615152125499277314,4,4,0,1615152125499277314,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
2023-01-16 18:02:16+00:00,https://twitter.com/stuholden,Did soccer invent the flop? I think we see more flops in the NBA now 🫣,44,1615046795511615489,9,1,0,1615046795511615489,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
2023-01-15 04:33:00+00:00,https://twitter.com/stuholden,Who is the soccer equivalent of the Chargers?,316,1614480746126934017,299,11,68,1614480746126934017,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
2023-01-15 03:00:23+00:00,https://twitter.com/stuholden,@eddiekenny Nice,2,1614457441491783680,0,0,0,1614284192124383235,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
2023-01-14 19:21:02+00:00,https://twitter.com/stuholden,@Craig28Davies Has he not got Arsenal in position to win the league with the rebuild? 🤔🤔,5,1614341839624245249,1,0,0,1614341112314974208,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
2023-01-14 17:49:24+00:00,https://twitter.com/stuholden,@DanIsidor19 The law needs rewritten is probably the correct conclusion.,1,1614318778661376003,1,0,0,1614284192124383235,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
2023-01-14 17:11:47+00:00,https://twitter.com/stuholden,"Ok I’ve seen the play that is dominating 90% of the replies and my take is: offside 100%. I know how the law reads, but Rashford being there changes the play 100% from a defensive standpoint. Missed call",168,1614309312012390401,32,10,2,1614284192124383235,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
2023-01-14 15:35:02+00:00,https://twitter.com/stuholden,"@flannelenigma Ha, true.",15,1614284965604364289,0,0,0,1614284192124383235,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
2023-01-14 15:31:58+00:00,https://twitter.com/stuholden,Couldn’t do the 4:30 am kick off… can you summarize the Man Utd-City game for me in a tweet:,177,1614284192124383235,121,4,6,1614284192124383235,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
2023-01-13 22:24:13+00:00,https://twitter.com/stuholden,Tyler Adams has been excellent- has become indispensable for Leeds. Brenden Aaronson has been a little more up and down (which is to be expected) but 0 goals 1 assist in last 13 games in EPL. Has played more central recently as a 10- I think more suited as a winger.,55,1614025553451053056,6,1,4,1614024899768750088,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
2023-01-13 22:21:37+00:00,https://twitter.com/stuholden,"Tough period for Jesse Marsch and Leeds. Winless in their last 7 matches. Too many wide open games, soft goals conceded and ultimately points dropped. Brentford and Nottingham Forest two big games coming up….",91,1614024899768750088,11,4,0,1614024899768750088,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
2023-01-13 17:50:22+00:00,https://twitter.com/stuholden,"@shotbyfinnegan Yeah, if you switch tab to the “following” then you don’t get that anymore; but you get a ton of adds",9,1613956637462769665,2,1,0,1613946217863741440,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
2023-01-13 17:10:29+00:00,https://twitter.com/stuholden,I’ll just keep tweeting every 5 minutes and maybe you’ll see on. Or I should hashtag ad and that might work,78,1613946600887562240,2,1,0,1613946217863741440,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
2023-01-13 17:08:58+00:00,https://twitter.com/stuholden,Twitter timeline is a total mess. The defaulting to “for you” is annoying and then my “following” list is an ad every three tweets.,1118,1613946217863741440,40,96,10,1613946217863741440,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
2023-01-10 14:16:26+00:00,https://twitter.com/stuholden,@Liam_bwfc Have a few and bags in the closet !!,0,1612815636111200257,1,0,0,1612584659250204673,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
2023-01-10 14:16:05+00:00,https://twitter.com/stuholden,@4one_Nine Texans.. and Rams now I live in LA lol,1,1612815546743164929,0,0,0,1612152160497852422,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
2023-01-09 14:15:08+00:00,https://twitter.com/stuholden,"2023 is off and running - a look at some upcoming matches for both the USWNT and USMNT:

@uswnt vs New Zealand Jan 17th
@uswnt vs New Zealand Jan 20th

@usmnt vs Serbia Jan 25th
@usmnt vs Colombia Jan 28th",117,1612452920729141248,5,11,1,1612452920729141248,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
2023-01-07 13:54:15+00:00,https://twitter.com/stuholden,"Some international manager news this morning:

Didier Deschamps extends contract with France 🇫🇷 through 2026 which will put him at 14 years as coach. 

Roberto Martinez signs contract to coach Portugal 🇵🇹  per @David_Ornstein https://t.co/t7wfpNZo2p",132,1611722886150246401,23,16,4,1611722886150246401,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
2023-01-06 20:27:14+00:00,https://twitter.com/stuholden,"It’s 12:30 on Jan 6th and we’ve yet to have something crazy happen in the soccer world, I’m feeling uneasy.",178,1611459399025037312,15,2,0,1611459399025037312,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
2023-01-06 13:23:39+00:00,https://twitter.com/stuholden,"@ZachLewis3187 Ok, good to know. I’ll delete and look but boy, this is reminding me of 56k modem days",2,1611352801363513344,0,0,0,1611351889215639554,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
2023-01-05 16:41:48+00:00,https://twitter.com/stuholden,"@SachaKljestan Excited for what’s next for you @SachaKljestan, congrats on a heck of a ride!! This picture and moment is one I always come back to!!! Baller! https://t.co/OoPM2xEJzr",134,1611040276096901121,2,4,0,1611034356776329217,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
2023-01-04 22:54:55+00:00,https://twitter.com/stuholden,"Everyone loses here. What an awful and unnecessary mess- all now being played out in the public eye. Damage control everywhere, but it’s too late. #USMNT  https://t.co/Sh6c84Ndvn",1176,1610771787230621701,139,56,21,1610771787230621701,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
2023-01-03 22:24:35+00:00,https://twitter.com/stuholden,@MartinG60986947 @USMNT I’m sure it will come out soon enough.,15,1610401764444102656,5,0,0,1610398675217575939,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
2023-01-03 22:24:19+00:00,https://twitter.com/stuholden,"@RaiderAntonioJ @USMNT Yeah, exactly",40,1610401697104527360,4,1,0,1610398675217575939,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
2023-01-03 22:24:03+00:00,https://twitter.com/stuholden,@neznargo @USMNT Because it must have been given to federation and there will be an investigation… so it’ll come eventually and they decided to share the information before it did.,60,1610401632071868417,4,0,0,1610398675217575939,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
2023-01-03 22:12:18+00:00,https://twitter.com/stuholden,So this is where we are now? Blackmailing the @USMNT coach during the WC for an incident involving him and his wife 30 years ago… which they resolved? Reprehensible actions and far beyond the game of soccer.,2568,1610398675217575939,135,140,20,1610398675217575939,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
2023-01-03 02:25:32+00:00,https://twitter.com/stuholden,"You have to postpone this game. Hoping the League office, coaches, and refs make this decision and take any pressure off the players. 

Full focus on Hamlin and figure out the rest later.",1195,1610100015674060800,20,58,3,1610100015674060800,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
2023-01-03 02:04:49+00:00,https://twitter.com/stuholden,"Oh man, horrible scene just now in MNF. Please be ok Demar Hamlin 🙏",965,1610094802057703424,10,24,1,1610094802057703424,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
2023-01-02 23:32:38+00:00,https://twitter.com/stuholden,"@AlexiLalas One year, we need a Timelapse of the construction. I’ll explain what that means when I see you.",119,1610056502332751874,2,1,0,1610042899009257472,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
2023-01-02 20:39:07+00:00,https://twitter.com/stuholden,Kicked off the New Year the right way! Some R&amp;R in the sun with good friends and an impromptu pick up game with the kids. ❤️ ⚽️ Cheers to all for 2023 and beyond. Excited for the year ahead https://t.co/ptkfSzNixL,207,1610012835450613762,7,4,0,1610012835450613762,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
2022-12-29 19:11:51+00:00,https://twitter.com/stuholden,💔💔💔 Cheers to a true Legend. We celebrate you today and forever. Pelé 👑 https://t.co/cxpjJS4wbF,3539,1608541325548453889,9,172,2,1608541325548453889,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
2022-12-29 17:23:27+00:00,https://twitter.com/stuholden,@peteman82 @sportbible 👊👊👊 cheers Pete!,21,1608514045069467648,3,0,0,1608496355621875713,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
2022-12-26 17:14:04+00:00,https://twitter.com/stuholden,Ful-america lives on 🇺🇸,216,1607424520893390850,1,7,0,1607424520893390850,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
2022-12-26 16:40:21+00:00,https://twitter.com/stuholden,Tim Ream… yes Ream.. with his first Premier League goal for Fulham on Boxing Day. A strikers finish in the box. What a year he’s having #USMNT https://t.co/eqf127IfwK,4867,1607416031970234368,41,182,27,1607416031970234368,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
2022-12-21 18:02:44+00:00,https://twitter.com/stuholden,@Craig28Davies @prum85 😂😂 standard that mate hahahah,0,1605624826055471104,0,0,0,1605320294599917568,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
2022-12-21 16:53:28+00:00,https://twitter.com/stuholden,Incredible work by our @FoxSoccer Digital team who were cranking out content 24*7. Congrats @TheBuckStuff @NickRago @fasilva11 and an amazing team. Crushed it!,46,1605607395354238977,4,3,0,1605607395354238977,en,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",
2022-12-21 16:23:27+00:00,https://twitter.com/stuholden,"@fasilva11 Congrats to you and the entire team Fran- you guys poured so much work into this over not just this past month, but the last few years! Get some rest!! You crushed it!!",3,1605599843266678784,0,0,0,1605578962511413250,en,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",
2022-12-19 20:04:06+00:00,https://twitter.com/stuholden,The moment the World Cup adrenaline stops.😴,292,1604930593099321344,3,8,0,1604930593099321344,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
2022-12-19 20:00:42+00:00,https://twitter.com/stuholden,"@tsnmike @JohnStrong Hey Mike, on the 15 hour flight home and a nice note to receive. Thank you. What a great tournament! Exhausted and ready for a few down days!!!",5,1604929738312937472,1,0,0,1604928780408999937,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
2022-12-18 14:56:31+00:00,https://twitter.com/stuholden,World Cup Final. France 🇫🇷 vs Argentina 🇦🇷 for it all. 🏆 https://t.co/UfzJ5YB2AB,722,1604490798799753216,36,46,8,1604490798799753216,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
2022-12-17 15:24:26+00:00,https://twitter.com/stuholden,"If Messi wins the cup, there are no but’s in the debate.  🐐",276,1604135436636815360,64,26,5,1604135436636815360,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
2022-12-16 14:35:07+00:00,https://twitter.com/stuholden,Northern Bears- Team @Concacaf into the FIFA Legends Cup Final against South America. Vamos equipo!! Watch here on @fifamedia+ https://t.co/DwYfXGMHh4 https://t.co/tltZs9uxMO,59,1603760638924361728,3,5,0,1603760638924361728,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
2022-12-16 10:55:23+00:00,https://twitter.com/stuholden,"From FIFA: 🇲🇦 Morocco will host the Club World Cup - February 1-11, 2023.

Teams include: Real Madrid, Flamengo, Seattle Sounders, Auckland City &amp; Wydad Casablanca. 2 teams TBD.

Great to see an @MLS team there!",1801,1603705341459529729,49,130,42,1603705341459529729,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
2022-12-15 15:44:58+00:00,https://twitter.com/stuholden,A few Yanks ready to go to work in the @FIFAWorldCup Legends match! LFG @HeatherOReilly @AlexiLalas @KristineLilly 🇺🇸 https://t.co/qRTHucvsyn,269,1603415831177748481,16,9,2,1603415831177748481,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
2022-12-15 00:36:11+00:00,https://twitter.com/stuholden,@reefa_k Mine is @ stupido - crank it up!,0,1603187126861979648,0,0,0,1602669089381564416,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
2022-12-14 18:56:05+00:00,https://twitter.com/stuholden,France vs Morocco. World Cup Semi-Final…. For a date with Argentina in the Final on Sunday. https://t.co/vQ1C5uVMOD,143,1603101536594194432,6,11,3,1603101536594194432,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
2022-12-14 17:38:04+00:00,https://twitter.com/stuholden,Squad ⚽️,50,1603081906018549763,2,2,0,1603081906018549763,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
2022-12-14 17:37:47+00:00,https://twitter.com/stuholden,Cheers to the next 300 brother… if you can handle my dad jokes and high jinks!! ⚽️,545,1603081831057952774,33,15,5,1603081831057952774,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
2022-12-13 18:57:22+00:00,https://twitter.com/stuholden,Argentina vs Croatia for a place in the World Cup Final. Massive https://t.co/0sRxKmAYSj,1307,1602739472223043584,31,98,8,1602739472223043584,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
2022-12-13 15:52:45+00:00,https://twitter.com/stuholden,@KittTulsa @AlexiLalas Don’t get me started. He just cranks it on 100 on an empty road.,5,1602693013045657601,1,0,0,1602669089381564416,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
2022-12-13 14:41:43+00:00,https://twitter.com/stuholden,@AlexiLalas And me left to clean up your mess as usual….. https://t.co/61ds8Xwp2x,104,1602675136083132418,8,4,1,1602669089381564416,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
2022-12-13 09:27:29+00:00,https://twitter.com/stuholden,@Anan_Abubaker We are all there tomorrow for game and then night show.,2,1602596058009305088,0,0,0,1602429453455720448,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
2022-12-12 20:03:15+00:00,https://twitter.com/stuholden,Can’t wait for the semi-finals! Will Croatia end Messi’s hopes of a World Cup? Then team of the tournament: Morocco trying to be first African nation ever in a Final at the expense of France!,66,1602393666676457485,6,2,0,1602393666676457485,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
2022-12-10 18:55:06+00:00,https://twitter.com/stuholden,England vs France for a place in the semi-final. @FIFAWorldCup https://t.co/7eJ2coTm3I,475,1601651737701814273,21,33,5,1601651737701814273,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
2022-12-10 12:07:51+00:00,https://twitter.com/stuholden,Just awful awful news. Thoughts with Grant’s wife and his family during this time… tragic.,1144,1601549252148494343,9,20,0,1601549252148494343,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
